C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_52_614.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_52_614.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_52_614.jpg, 0, 0, 0, 6.340616E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_52_718.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_52_718.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_52_718.jpg, 0, 0, 0, 6.578398E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_52_819.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_52_819.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_52_819.jpg, 0, 0, 0, 6.369848E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_52_922.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_52_922.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_52_922.jpg, 0, 0, 0, 6.327593E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_029.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_029.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_029.jpg, 0, 0, 0, 6.691126E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_134.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_134.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_134.jpg, 0, 0, 0, 6.42142E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_239.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_239.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_239.jpg, 0, 0, 0, 6.34115E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_344.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_344.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_344.jpg, 0, 0, 0, 6.323532E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_449.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_449.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_449.jpg, 0, 0, 0, 6.405139E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_558.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_558.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_558.jpg, 0, 0, 0, 6.438348E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_665.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_665.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_665.jpg, 0, 0, 0, 6.367707E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_772.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_772.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_772.jpg, 0, 0, 0, 6.348803E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_878.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_878.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_878.jpg, 0, 0, 0, 6.471013E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_53_979.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_53_979.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_53_979.jpg, 0, 0, 0, 6.507317E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_083.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_083.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_083.jpg, 0, 0, 0, 6.313792E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_186.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_186.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_186.jpg, 0, 0, 0, 6.344894E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_286.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_286.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_286.jpg, 0, 0, 0, 6.345405E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_388.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_388.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_388.jpg, 0, 0, 0, 6.384431E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_496.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_496.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_496.jpg, 0, 0, 0, 6.443221E-05
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_596.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_596.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_596.jpg, 0, 0.0690726, 0, 0.01046034
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_700.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_700.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_700.jpg, 0, 0.3917106, 0, 0.3100567
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_806.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_806.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_806.jpg, 0, 0.7288219, 0, 1.136537
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_54_916.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_54_916.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_54_916.jpg, 0, 1, 0, 2.25267
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_55_020.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_55_020.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_55_020.jpg, 0, 1, 0, 3.437167
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_55_121.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_55_121.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_55_121.jpg, -0.1827888, 1, 0, 4.604684
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_55_226.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_55_226.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_55_226.jpg, -0.532667, 1, 0, 5.951623
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_55_333.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_55_333.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_55_333.jpg, -0.2338631, 1, 0, 7.100561
C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\center_2023_08_23_09_08_55_437.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\left_2023_08_23_09_08_55_437.jpg, C:\Users\sk833\Downloads\simulator-windows-64\Data\IMG\right_2023_08_23_09_08_55_437.jpg, 0, 1, 0, 8.227744
